,path,bx1,by1,bx2,by2,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
10,D:/cv_learn/projectII/pictures/001700.jpg,192,174,300,282,30.32,16.75,40.54,16.28,48.86,20.13,63.76,27.23,69.53,27.89,74.46,31.17,32.01,26.42,46.42,30.28,63.46,36.97,71.78,41.23,40.54,47.32,53.02,56.82,63.24,54.58,51.9,62.74,49.46,69.43,47.03,77.55,40.94,27.23,67.52,37.58,56.49,51.22,30.39,63.96,60.01,72.48
11,D:/cv_learn/projectII/pictures/001658.jpg,316,211,357,252,8.98,11.57,10.86,8.92,14.61,7.97,21.62,6.79,26.22,7.22,29.98,8.75,10.95,13.7,15.21,12.51,23.15,11.48,29.13,11.4,17.09,21.64,20.76,22.32,23.41,20.19,21.0,25.09,21.14,26.17,21.22,27.26,12.91,12.59,26.31,11.14,19.31,20.96,15.73,26.33,27.67,24.8
12,D:/cv_learn/projectII/pictures/001658.jpg,140,247,196,302,11.94,10.73,17.09,10.07,21.71,11.92,32.93,12.58,38.74,10.2,43.89,11.26,12.99,17.07,20.78,17.46,34.25,17.33,41.91,17.33,20.12,27.5,26.86,29.35,32.67,27.5,27.12,33.71,27.25,36.08,27.52,38.46,17.09,16.8,38.21,17.46,26.86,27.1,18.41,34.63,36.23,34.5
13,D:/cv_learn/projectII/pictures/001658.jpg,73,246,135,308,9.94,16.97,14.1,13.1,20.41,12.53,35.17,11.81,40.61,10.81,45.34,12.38,13.96,21.27,22.41,20.27,34.88,18.26,42.91,17.54,24.42,32.02,32.01,33.16,38.03,30.01,33.34,37.74,34.22,40.26,34.98,42.89,18.69,20.55,39.32,17.83,31.3,30.58,23.85,40.47,41.63,37.37
14,D:/cv_learn/projectII/pictures/001658.jpg,35,355,126,446,21.87,12.35,32.21,13.82,39.8,18.25,57.1,22.89,66.38,22.89,73.76,25.21,22.92,22.05,37.27,26.27,55.2,30.91,67.65,33.65,32.21,43.14,41.22,51.69,52.46,49.9,39.95,55.52,39.22,58.06,38.32,61.29,31.15,23.53,62.16,32.18,44.02,46.1,23.14,51.37,53.51,59.18
15,D:/cv_learn/projectII/pictures/001658.jpg,191,343,307,459,21.33,27.42,32.95,22.93,45.62,25.84,63.85,27.68,78.9,23.46,92.63,26.1,27.14,33.49,44.91,34.45,67.81,34.02,84.82,32.35,43.51,59.38,55.92,63.86,69.85,57.62,56.98,72.58,57.24,76.54,57.51,80.24,36.91,32.44,76.79,32.7,55.66,59.11,38.49,72.58,76.26,71.0
16,D:/cv_learn/projectII/pictures/001541.jpg,313,75,395,155,18.18,18.16,24.89,13.77,32.83,15.38,48.81,14.79,54.79,14.4,61.77,18.46,21.84,24.61,32.11,24.79,46.75,24.61,56.43,24.61,30.19,40.43,38.9,43.63,48.07,40.14,38.49,50.03,38.35,51.91,38.35,53.65,26.87,23.88,51.1,23.86,39.04,40.2,28.14,49.67,47.63,50.11
17,D:/cv_learn/projectII/pictures/001541.jpg,195,141,269,215,16.97,17.46,21.98,15.97,27.85,15.65,41.51,14.55,46.68,12.82,51.19,13.0,19.43,24.18,27.49,22.95,42.4,21.52,49.59,20.5,28.87,36.94,38.48,39.51,44.43,35.04,38.27,46.45,38.52,48.74,38.65,51.03,24.28,23.14,46.03,20.62,38.2,35.42,28.48,48.1,44.0,46.19
18,D:/cv_learn/projectII/pictures/000293.jpg,1087,554,1109,574,4.81,4.06,7.23,4.06,9.65,4.54,12.06,3.98,13.83,3.41,15.6,3.41,5.94,6.39,9.24,6.23,12.38,5.99,14.88,5.83,8.76,9.93,11.34,10.98,13.19,9.77,11.42,12.51,11.42,13.32,11.42,14.12,7.63,6.39,13.59,5.67,11.58,9.37,9.0,13.56,13.19,13.4
19,D:/cv_learn/projectII/pictures/000293.jpg,1054,557,1084,588,5.22,10.43,7.86,7.86,11.22,6.34,15.12,4.95,17.17,4.69,19.21,4.95,7.26,11.62,11.36,9.7,15.78,8.85,19.01,7.92,12.87,16.17,16.18,16.11,18.35,14.19,16.51,17.49,17.23,19.54,17.96,21.46,9.51,10.43,17.56,8.19,15.91,14.19,12.35,21.46,19.81,17.96
20,D:/cv_learn/projectII/pictures/000293.jpg,965,574,995,604,4.01,8.95,7.11,7.86,10.62,7.61,14.98,6.1,17.91,4.01,21.68,3.25,6.02,10.96,10.96,9.95,16.57,8.11,20.67,6.1,12.13,15.65,15.65,16.4,18.33,14.48,16.07,17.82,16.57,19.25,16.99,20.42,8.53,10.29,18.83,7.02,15.31,14.73,11.21,19.67,20.25,16.57
21,D:/cv_learn/projectII/pictures/000293.jpg,1253,449,1277,473,6.3,2.33,9.18,2.84,11.77,4.58,14.92,5.94,17.97,7.01,19.88,8.98,6.36,4.3,9.63,5.77,14.42,8.25,17.8,9.66,7.99,10.22,10.53,11.8,12.95,12.3,9.96,13.32,9.18,15.12,8.16,17.15,8.16,4.92,16.22,8.98,11.2,10.61,4.55,12.76,12.28,16.7
22,D:/cv_learn/projectII/pictures/000293.jpg,1205,406,1239,437,9.54,4.47,13.03,4.92,15.91,5.71,19.05,6.64,22.28,6.78,24.73,7.98,9.19,7.43,13.54,8.3,19.01,9.37,22.95,10.72,12.81,14.11,15.29,15.74,18.22,15.8,15.06,17.26,14.56,20.02,14.05,22.79,11.57,8.13,21.04,10.16,15.74,13.6,10.5,18.9,17.37,22.22
23,D:/cv_learn/projectII/pictures/000293.jpg,1143,397,1179,433,8.07,8.19,11.78,6.93,15.48,7.44,20.37,7.52,24.07,7.07,27.33,7.96,9.56,10.11,14.67,10.11,20.37,10.7,25.11,10.48,12.74,16.04,16.74,18.63,20.52,16.48,16.52,20.19,16.3,23.67,16.15,27.0,12.22,10.11,22.74,10.48,16.81,16.48,11.11,22.33,21.85,22.7
24,D:/cv_learn/projectII/pictures/000293.jpg,1085,398,1121,435,7.41,8.61,11.28,7.89,15.14,7.89,20.13,7.73,24.08,7.32,27.86,7.81,9.34,11.99,14.66,11.83,20.7,11.43,25.77,10.87,13.85,17.87,17.72,19.4,21.66,17.63,17.88,21.82,18.04,24.23,18.2,26.73,12.0,11.99,23.19,11.03,17.32,17.15,12.73,23.27,23.68,23.1
25,D:/cv_learn/projectII/pictures/000293.jpg,926,369,1008,451,12.21,33.55,19.43,26.81,27.38,22.34,36.68,15.31,38.99,10.11,43.25,7.27,18.93,39.76,31.1,32.4,40.13,21.72,47.03,13.01,41.81,42.96,51.3,40.28,53.76,35.68,50.48,46.19,51.63,49.64,53.43,52.6,23.82,34.47,42.92,16.3,49.82,36.01,37.67,57.53,54.26,43.24
26,D:/cv_learn/projectII/pictures/000293.jpg,930,786,1217,1072,70.19,74.79,90.9,63.07,114.11,65.37,154.66,55.96,180.43,44.51,211.68,45.97,82.37,99.46,115.87,96.52,164.07,86.53,203.45,78.3,115.23,145.44,133.86,149.81,162.89,135.31,135.9,168.2,138.38,182.1,139.97,197.62,99.12,93.29,184.52,77.37,129.18,132.85,113.41,188.99,170.99,178.32
27,D:/cv_learn/projectII/pictures/000293.jpg,60,877,449,1266,86.87,119.02,111.99,98.25,145.16,96.59,197.29,75.37,229.31,51.38,272.12,46.34,107.7,148.59,154.33,135.5,216.5,112.6,268.85,92.97,164.1,201.37,190.63,202.76,224.68,178.86,196.47,226.3,203.12,243.98,209.35,265.45,130.56,136.25,241.82,95.33,180.21,181.1,169.05,259.85,247.18,231.32
28,D:/cv_learn/projectII/pictures/001547.jpg,9,108,46,144,4.94,8.05,9.33,7.21,13.87,7.59,21.06,7.21,25.15,6.83,28.48,7.14,7.27,11.06,13.16,10.62,21.19,10.17,26.48,10.17,15.08,17.81,19.46,18.7,22.95,17.51,19.7,21.38,19.93,23.19,20.17,24.93,10.24,11.0,24.09,10.32,19.62,16.75,14.33,22.88,24.24,22.58
29,D:/cv_learn/projectII/pictures/001547.jpg,239,99,270,130,6.73,6.17,9.51,5.86,12.09,6.38,16.73,6.48,20.38,5.19,24.46,5.76,7.71,8.8,12.25,8.9,18.22,8.59,22.7,8.59,12.09,14.67,15.17,15.99,19.05,15.29,15.05,18.67,15.05,19.86,14.99,21.23,9.93,8.78,20.33,8.59,14.82,14.11,11.21,19.36,19.52,20.28
30,D:/cv_learn/projectII/pictures/001547.jpg,415,103,470,159,12.96,10.24,18.59,11.09,23.27,13.85,32.73,14.38,38.26,12.15,43.89,12.04,15.72,15.23,21.57,16.72,34.11,18.21,41.55,18.42,20.25,26.22,24.86,30.32,33.44,28.69,25.71,33.62,25.62,36.42,25.61,39.36,18.39,16.53,37.62,18.74,24.65,26.6,19.94,34.8,33.26,35.96
31,D:/cv_learn/projectII/pictures/001547.jpg,266,124,307,165,11.33,6.73,15.0,7.01,18.22,8.55,23.58,9.64,27.2,9.86,30.54,10.65,12.23,11.65,16.86,12.62,23.87,13.99,28.22,14.42,15.9,19.35,19.38,21.23,22.71,20.51,18.94,24.57,18.65,26.3,18.36,28.04,14.79,12.34,26.14,14.42,20.32,19.13,14.23,25.64,22.4,26.95
32,D:/cv_learn/projectII/pictures/001547.jpg,204,113,260,169,13.58,12.07,18.9,11.2,23.05,12.16,31.75,12.65,37.16,11.68,41.99,12.16,15.52,16.61,23.12,16.86,33.0,16.9,39.84,16.86,21.63,28.62,28.27,30.62,33.4,29.28,27.79,33.81,27.61,36.38,27.51,38.62,19.76,16.86,36.48,17.14,28.56,27.82,20.44,35.93,33.2,36.22
33,D:/cv_learn/projectII/pictures/001547.jpg,133,99,179,145,10.29,6.6,15.15,7.39,20.34,9.54,25.9,10.31,30.35,9.86,34.01,10.07,12.15,11.65,18.44,12.07,25.9,13.79,31.64,14.33,15.91,21.46,20.57,24.77,25.41,23.09,20.57,27.7,20.34,29.17,20.03,30.64,15.83,12.15,29.01,14.12,22.62,22.41,14.39,28.16,24.04,28.56
34,D:/cv_learn/projectII/pictures/001547.jpg,81,115,143,177,22.78,12.43,29.22,12.33,34.0,14.56,36.22,14.89,37.22,14.56,38.11,14.22,22.87,18.0,29.13,19.22,33.44,19.22,36.11,18.89,26.97,29.92,31.22,32.52,36.0,30.35,31.04,36.87,29.04,41.13,27.3,45.3,26.35,18.78,34.89,18.89,35.91,29.04,20.09,40.52,26.7,40.17
35,D:/cv_learn/projectII/pictures/001547.jpg,321,101,377,157,12.72,13.96,17.01,12.65,21.31,13.03,30.0,12.19,34.2,9.66,38.78,9.85,15.33,18.72,22.52,18.44,31.58,16.48,38.59,16.29,22.25,28.17,27.48,30.3,33.36,27.01,29.25,33.76,29.53,36.19,30.09,38.52,18.88,18.54,34.95,16.39,26.82,27.22,22.99,37.31,35.41,34.69
36,D:/cv_learn/projectII/pictures/000719.jpg,182,263,369,450,28.99,46.49,48.02,41.95,70.56,45.81,102.26,40.73,121.6,29.82,139.8,28.48,42.94,61.36,69.67,60.65,106.96,55.84,132.22,48.22,76.96,96.53,96.41,105.45,111.13,91.79,97.73,110.77,99.34,121.6,100.94,132.43,56.9,59.86,118.58,50.63,94.49,97.72,67.66,114.78,121.01,106.38
37,D:/cv_learn/projectII/pictures/000719.jpg,284,177,506,398,41.73,61.92,57.82,52.96,76.88,51.17,115.01,42.33,137.33,33.65,157.91,36.28,57.51,75.29,83.45,71.32,124.19,63.87,147.84,55.99,84.76,110.3,113.67,123.44,135.57,101.54,117.35,132.62,121.56,144.47,125.5,157.61,70.75,72.63,136.01,59.05,107.49,114.93,89.25,135.39,151.3,126.98
38,D:/cv_learn/projectII/pictures/000697.jpg,229,427,273,471,9.15,9.18,14.2,8.99,18.07,10.1,26.04,10.57,29.98,9.54,35.27,10.18,11.61,11.77,17.44,12.31,26.27,12.54,32.82,12.62,15.86,20.75,20.28,23.51,25.72,21.38,20.75,26.75,20.75,28.4,20.83,30.45,14.52,11.71,29.82,13.1,20.12,20.43,14.6,28.17,26.51,29.27
39,D:/cv_learn/projectII/pictures/000697.jpg,396,436,442,482,12.6,7.41,16.07,7.65,19.54,9.39,25.14,10.81,29.33,10.18,33.51,12.62,13.7,11.83,18.99,12.94,26.01,13.73,31.14,14.91,16.54,20.99,20.88,24.46,25.62,22.88,20.57,27.85,20.25,29.74,19.7,31.8,15.99,12.78,28.85,14.36,21.28,22.01,14.41,28.09,26.8,29.59
40,D:/cv_learn/projectII/pictures/000697.jpg,685,430,731,478,13.24,10.66,16.33,10.34,18.85,11.3,24.45,10.66,29.15,10.14,33.02,11.56,14.79,13.81,19.75,14.59,26.0,14.65,32.11,15.55,16.91,22.19,20.39,25.47,25.87,23.48,20.78,29.08,20.78,31.46,20.91,33.72,17.17,13.81,28.76,14.39,18.91,21.8,16.72,30.05,27.09,30.76
41,D:/cv_learn/projectII/pictures/000697.jpg,539,425,581,467,11.56,9.17,14.59,8.34,17.81,8.69,22.19,8.82,27.02,8.66,31.6,9.24,13.24,13.43,18.07,12.3,24.45,12.11,30.18,13.04,16.01,19.71,19.68,21.7,24.12,20.51,20.19,25.57,20.52,27.24,20.71,28.53,15.88,12.72,27.54,12.62,17.55,18.06,15.81,28.05,26.96,27.34
42,D:/cv_learn/projectII/pictures/000697.jpg,542,133,601,192,7.7,15.19,13.67,11.99,20.78,12.61,31.09,12.92,36.14,10.14,40.57,10.76,11.3,21.06,20.58,19.31,32.84,17.46,40.16,16.43,23.73,28.77,32.43,30.34,37.55,26.75,33.15,34.77,34.39,38.07,35.62,41.47,16.04,19.41,36.81,16.76,32.33,25.39,24.29,40.64,41.19,37.35
43,D:/cv_learn/projectII/pictures/000697.jpg,410,140,466,195,10.81,11.62,16.88,10.57,23.44,11.78,32.78,12.78,39.59,12.25,45.03,14.13,12.9,15.7,21.06,16.85,33.22,17.89,42.21,18.74,18.76,24.81,26.61,29.31,34.46,27.43,26.44,32.38,26.19,34.52,25.99,36.96,17.09,15.49,37.89,18.0,27.13,25.96,15.31,34.02,34.77,36.43
44,D:/cv_learn/projectII/pictures/000697.jpg,274,133,338,197,12.18,16.88,17.72,13.95,24.0,14.68,34.79,14.05,40.44,10.81,47.35,11.43,17.33,20.67,24.32,19.91,36.78,19.22,44.42,18.24,23.8,31.01,31.11,33.67,38.87,29.86,32.44,39.89,32.89,42.11,33.11,43.78,20.78,19.56,40.75,17.92,30.78,28.67,24.56,41.56,39.91,39.38
45,D:/cv_learn/projectII/pictures/000298.jpg,92,98,256,262,27.31,48.14,43.67,38.86,61.29,39.18,86.32,32.14,98.43,22.38,110.0,22.19,35.65,62.25,63.21,56.48,89.81,47.83,110.96,40.14,66.3,83.61,88.85,88.85,101.55,75.27,90.88,97.25,92.14,105.77,94.04,114.92,51.68,58.41,99.74,43.34,87.89,80.2,55.22,105.77,106.35,94.09
46,D:/cv_learn/projectII/pictures/001517.jpg,109,97,227,215,15.65,35.12,31.59,28.31,44.34,27.68,61.14,20.24,66.45,15.99,71.55,12.16,28.83,45.32,46.89,41.71,60.68,33.18,71.34,27.25,52.63,62.75,64.54,64.24,72.48,53.54,67.3,69.76,69.21,75.29,71.13,79.12,39.24,42.98,67.09,29.38,70.06,56.58,46.47,76.57,71.13,63.6
47,D:/cv_learn/projectII/pictures/001517.jpg,168,35,305,173,25.8,47.25,33.72,44.53,45.71,43.81,55.74,31.95,69.35,18.62,85.14,9.91,35.61,50.73,50.93,47.37,67.27,35.02,81.33,25.69,60.37,73.05,77.79,74.41,83.5,60.8,79.96,80.39,85.68,87.47,91.39,93.73,42.14,48.28,73.71,30.05,67.17,75.5,70.71,86.11,102.01,70.87
48,D:/cv_learn/projectII/pictures/000332.jpg,319,52,399,134,16.01,20.97,23.35,18.83,31.3,19.14,42.57,17.42,51.64,14.79,61.75,15.62,20.75,25.1,30.39,24.8,45.53,23.11,56.24,21.13,29.47,40.86,38.65,43.92,48.13,39.18,39.26,48.51,40.33,53.1,41.55,58.76,25.49,24.95,50.89,21.74,38.19,40.4,30.08,51.26,52.42,48.05
49,D:/cv_learn/projectII/pictures/000332.jpg,25,29,111,114,18.64,14.02,27.71,14.34,37.38,17.4,49.63,19.54,58.47,19.33,65.4,21.59,21.78,21.14,33.8,24.14,49.67,26.32,60.73,26.9,31.74,41.56,41.24,48.16,50.26,44.45,40.28,52.67,40.11,54.44,39.95,55.89,28.04,22.23,55.73,26.58,42.85,42.84,25.46,50.73,52.51,54.92
50,D:/cv_learn/projectII/pictures/000332.jpg,149,69,221,140,16.14,13.19,23.63,12.3,31.56,14.93,42.23,16.62,48.63,15.87,53.53,16.0,18.74,18.63,28.54,21.14,42.48,23.03,50.64,24.03,27.66,33.71,35.19,39.11,42.1,36.22,34.69,42.87,33.81,46.89,33.18,51.16,24.14,19.64,47.38,22.53,37.33,35.46,21.76,41.82,42.1,43.88
51,D:/cv_learn/projectII/pictures/000332.jpg,235,45,301,111,15.98,12.86,22.39,12.36,28.67,14.0,37.29,13.23,46.13,12.74,53.91,15.0,19.25,18.64,27.47,18.94,39.34,19.57,48.55,19.55,23.64,30.45,29.8,33.84,37.84,32.71,29.04,38.86,28.92,42.13,28.92,45.27,23.64,18.64,44.24,19.02,29.04,28.82,22.39,42.88,38.36,43.18
52,D:/cv_learn/projectII/pictures/001313.jpg,36,40,109,113,14.98,12.71,23.82,11.52,31.75,15.48,43.22,17.48,48.7,16.17,53.0,17.99,19.35,19.7,28.74,21.39,41.38,23.41,49.35,24.0,27.39,34.9,35.44,38.06,42.18,37.01,35.18,44.01,34.65,47.57,34.12,51.0,24.62,19.97,45.43,22.83,36.76,33.31,23.56,45.46,41.52,47.48
53,D:/cv_learn/projectII/pictures/001464.jpg,237,48,289,100,10.43,12.61,15.12,10.84,20.72,10.74,28.18,9.86,33.98,8.88,38.5,10.06,12.96,15.66,19.74,14.57,29.22,13.39,35.94,13.3,20.08,25.63,25.02,27.72,29.91,25.3,25.12,30.67,25.21,32.38,25.33,34.22,16.3,15.16,32.78,13.74,24.94,24.0,18.09,33.61,31.29,32.0
54,D:/cv_learn/projectII/pictures/001464.jpg,155,44,210,99,10.78,12.01,16.29,10.49,22.44,10.56,31.5,11.15,38.44,10.67,42.56,14.11,12.49,18.28,20.85,17.52,32.49,17.06,40.94,17.34,20.63,26.92,27.11,29.11,33.48,26.73,27.11,32.44,27.33,35.78,27.44,38.67,16.57,17.04,36.81,16.76,26.74,24.36,18.47,36.23,36.24,36.04
55,D:/cv_learn/projectII/pictures/000469.jpg,257,42,357,142,19.73,24.74,27.83,22.45,37.8,23.08,56.08,21.42,65.22,18.3,74.78,18.09,25.98,30.82,38.54,30.41,57.15,28.9,70.1,27.4,37.98,50.05,49.43,53.2,59.43,47.93,49.77,60.49,50.35,64.93,50.73,68.99,32.19,29.93,63.14,27.23,48.8,46.0,36.35,65.25,62.94,62.34
56,D:/cv_learn/projectII/pictures/000469.jpg,39,55,152,168,24.22,31.19,32.91,23.42,44.57,23.65,58.52,23.19,72.69,19.76,84.36,22.96,29.02,37.6,40.68,36.22,66.06,33.25,79.1,32.57,45.96,55.41,56.23,57.95,67.47,54.36,56.93,70.18,57.35,73.97,57.56,77.35,35.19,36.0,73.15,31.88,55.66,50.77,45.25,74.18,70.64,71.67
57,D:/cv_learn/projectII/pictures/001291.jpg,74,55,201,183,27.61,19.85,45.24,21.28,59.54,27.24,74.62,31.28,88.86,33.19,99.58,39.39,38.33,31.76,53.59,35.1,74.8,39.87,89.33,43.44,46.91,59.17,58.59,68.94,71.7,65.13,56.68,77.05,55.49,82.53,54.06,87.77,47.63,32.24,81.95,41.06,63.12,60.12,38.81,79.67,67.89,85.39
58,D:/cv_learn/projectII/pictures/001291.jpg,232,59,342,169,18.31,28.4,28.33,26.76,39.36,26.51,57.78,22.47,69.03,16.74,79.26,16.54,25.27,38.42,40.4,35.97,61.05,31.47,76.75,25.78,43.06,55.6,56.3,59.89,66.81,50.93,57.37,65.01,59.62,71.76,61.87,79.32,32.83,35.56,69.03,27.58,54.54,54.38,42.06,68.15,76.14,62.23
59,D:/cv_learn/projectII/pictures/001355.jpg,67,58,180,171,26.1,21.69,37.23,20.66,47.13,23.13,63.41,25.19,73.71,25.4,81.14,30.35,30.43,31.79,43.62,34.06,63.84,35.37,76.19,36.53,43.21,53.43,55.16,59.62,65.88,56.73,54.75,67.65,54.13,74.25,53.31,80.43,37.64,31.79,70.42,35.29,57.43,53.64,36.82,69.71,67.74,72.6
60,D:/cv_learn/projectII/pictures/001355.jpg,202,62,304,164,21.25,27.52,29.66,22.29,39.43,21.74,53.38,20.23,62.8,16.84,72.78,17.41,27.0,35.12,39.62,32.29,56.77,29.28,69.77,27.58,40.75,51.32,51.3,53.39,60.72,47.17,52.62,62.81,53.38,66.39,54.32,69.41,33.59,32.29,63.17,27.01,49.8,46.99,40.94,66.96,65.81,62.43
61,D:/cv_learn/projectII/pictures/000826.jpg,192,100,567,486,65.03,109.97,102.91,86.97,143.49,82.91,205.22,76.96,226.86,61.48,248.52,59.28,89.38,138.37,144.84,129.58,207.74,112.0,247.69,96.01,171.22,205.33,217.86,204.07,234.79,184.36,218.56,226.29,219.24,243.88,221.94,260.79,117.11,129.58,226.46,102.34,219.4,184.23,160.4,259.43,240.64,233.02
62,D:/cv_learn/projectII/pictures/000638.jpg,51,49,124,122,27.18,7.76,34.29,9.82,38.26,15.02,44.42,19.12,48.12,20.36,50.58,22.55,26.63,16.93,32.93,20.63,41.41,24.46,46.89,28.71,27.13,33.46,32.94,39.41,39.03,37.85,29.78,42.8,26.99,46.92,24.15,50.74,30.19,18.58,44.29,26.65,38.04,35.72,18.14,40.2,31.69,48.96
63,D:/cv_learn/projectII/pictures/001140.jpg,30,49,204,223,30.55,46.27,48.44,46.33,67.22,47.3,90.05,40.39,105.41,28.2,120.3,22.38,39.38,59.28,63.98,56.69,96.02,48.59,116.42,37.27,73.04,90.67,90.2,94.23,102.5,82.26,93.11,105.56,95.05,112.03,96.67,117.86,51.36,57.98,106.38,42.77,89.55,83.87,72.38,113.99,112.21,103.29
64,D:/cv_learn/projectII/pictures/000122.jpg,29,88,81,140,11.97,11.87,15.76,9.87,20.75,8.37,27.74,8.67,32.23,9.57,35.53,10.57,14.26,16.46,19.75,16.06,27.94,15.26,33.63,15.66,19.59,25.34,25.85,26.46,30.8,24.13,26.78,31.79,27.06,33.56,27.16,35.24,17.26,16.26,30.94,15.46,26.88,21.89,19.35,34.23,32.95,32.63
65,D:/cv_learn/projectII/pictures/000122.jpg,144,56,196,108,11.1,9.39,16.49,8.85,21.78,10.79,29.33,11.33,34.94,10.47,39.9,11.76,12.71,14.57,19.4,14.46,30.52,15.33,37.42,15.97,19.51,24.6,24.76,25.38,30.26,24.69,24.76,29.9,24.76,33.14,24.96,35.79,16.28,14.14,34.29,15.11,25.25,21.84,17.79,34.12,31.25,34.12
66,D:/cv_learn/projectII/pictures/000122.jpg,265,90,321,146,14.0,12.78,17.11,11.33,20.78,13.0,31.34,13.27,36.11,10.78,41.44,11.0,15.87,17.66,20.67,17.44,32.44,17.56,38.89,17.44,20.16,27.74,26.85,30.44,34.24,27.34,27.89,34.78,28.15,36.93,28.35,38.83,18.16,17.46,35.78,17.11,25.85,27.24,22.67,35.22,36.73,35.83
