path,bx1,by1,bx2,by2,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
data/pictures/000039.jpg,9,173,62,226,13.75,11.7,18.83,8.96,23.29,10.58,32.32,13.12,37.9,12.2,42.67,14.03,15.05,16.31,21.97,16.77,33.03,17.88,40.13,19.71,20.45,26.1,24.41,28.03,30.8,26.61,24.3,32.29,23.9,34.72,23.7,37.26,17.91,16.97,35.77,19.41,24.72,25.01,16.9,34.12,32.52,34.93
data/pictures/001715.jpg,431,139,586,294,29.33,42.33,43.0,38.33,58.67,40.0,84.65,36.3,101.88,28.86,117.98,29.07,38.51,53.95,60.67,56.67,89.45,48.68,110.79,42.51,62.33,81.33,81.33,88.67,95.67,76.0,82.0,92.33,83.33,100.33,85.0,109.33,50.06,52.22,100.0,44.0,80.0,81.33,57.67,97.67,109.33,90.0
data/pictures/007612.jpg,90,118,180,208,21.81,19.68,30.46,16.9,39.74,17.67,52.88,19.84,62.77,21.85,69.73,26.64,27.22,27.26,37.73,27.72,53.19,29.73,64.01,32.51,33.25,44.57,43.6,49.05,53.81,46.89,43.6,55.08,43.29,58.17,42.99,61.27,32.63,27.41,59.22,30.66,45.15,43.33,28.94,55.69,54.73,59.1
data/pictures/005708.jpg,13,53,201,240,44.84,44.57,59.63,43.22,77.11,45.37,107.77,43.49,123.1,39.99,136.81,40.53,52.1,59.89,76.31,61.51,109.38,60.43,133.59,55.86,76.57,97.81,95.4,103.19,111.0,94.85,94.46,116.8,95.96,122.37,95.67,127.93,64.74,59.36,121.22,56.94,93.25,94.85,75.87,119.61,115.57,116.9
data/pictures/007151.jpg,571,432,615,476,16.47,12.63,18.13,12.1,19.8,11.88,22.52,10.36,25.4,9.38,28.65,9.0,17.38,15.13,19.34,14.15,24.57,13.16,28.2,11.65,17.48,22.67,19.57,24.44,23.66,21.87,20.33,26.56,20.78,28.98,21.76,32.16,18.36,14.6,26.0,12.33,18.71,21.2,19.87,29.74,23.88,28.45
data/pictures/001498.jpg,191,644,487,940,88.58,47.42,113.91,50.72,129.88,61.19,199.83,81.01,220.75,87.62,241.41,99.52,87.48,72.2,126.58,88.72,181.65,107.45,227.91,119.57,107.3,136.64,130.43,162.52,164.03,157.01,127.9,177.3,122.72,193.91,115.57,210.43,108.96,77.16,205.33,108.0,133.19,149.3,81.65,163.28,173.3,196.22
data/pictures/006475.jpg,384,304,527,444,37.74,30.65,48.35,28.22,58.26,33.09,81.57,31.35,92.17,28.04,102.09,28.74,42.96,46.13,59.48,48.57,82.26,49.26,98.61,45.43,58.96,73.78,72.0,76.74,82.28,72.82,71.13,85.43,72.17,90.13,72.7,95.52,51.65,46.83,90.09,45.96,71.48,71.35,61.04,88.91,84.87,88.04
data/pictures/000332.jpg,22,26,112,115,21.64,17.02,30.71,17.34,40.38,20.4,52.63,22.54,61.47,22.33,68.4,24.59,24.78,24.14,36.8,27.14,52.67,29.32,63.73,29.9,34.74,44.56,44.24,51.16,53.26,47.45,43.28,55.67,43.11,57.44,42.95,58.89,31.04,25.23,58.73,29.58,45.85,45.84,28.46,53.73,55.51,57.92
data/pictures/005397.jpg,54,180,565,691,126.29,117.88,166.93,113.14,215.12,128.03,292.83,125.1,346.47,108.46,393.15,115.78,135.87,164.67,208.49,169.95,298.28,168.63,371.57,160.05,204.53,257.76,252.73,272.28,300.37,259.51,253.39,315.86,254.2,337.26,253.37,359.57,169.62,167.41,330.89,165.69,252.73,240.59,188.65,327.17,320.85,330.54
data/pictures/000194.jpg,117,52,212,147,20.32,22.8,30.01,18.7,41.33,19.58,55.67,21.46,68.3,22.48,73.42,28.8,26.82,29.65,37.59,30.41,56.52,32.04,66.59,32.55,37.4,47.91,47.61,52.29,56.01,48.43,47.48,58.33,47.3,61.4,47.3,64.13,32.11,29.31,61.98,32.04,49.01,46.38,32.16,60.37,57.89,61.4
data/pictures/001075.jpg,217,29,284,96,16.15,18.66,20.36,14.53,27.31,14.15,39.26,14.66,46.02,14.31,51.57,17.61,18.72,22.33,26.74,21.93,39.98,21.84,48.61,21.7,26.62,34.19,32.71,36.09,39.29,33.88,33.28,40.41,34.07,43.91,34.63,47.96,22.69,21.7,44.33,21.02,32.29,32.46,24.94,43.91,42.86,42.22
data/pictures/001442.jpg,297,128,320,151,5.88,4.13,8.62,3.72,10.8,4.73,13.97,5.49,17.05,5.75,18.7,7.88,6.65,5.94,9.85,6.22,14.22,7.63,17.32,8.59,9.27,10.2,11.1,11.33,13.25,11.17,10.89,13.09,10.46,14.52,9.99,16.22,8.18,6.5,15.67,8.43,11.6,9.88,7.33,13.46,13.76,15.16
data/pictures/009218.jpg,278,68,361,151,17.8,21.56,25.0,19.19,32.88,20.21,47.61,18.68,55.98,17.74,64.76,19.52,21.88,27.6,33.16,27.69,49.64,27.08,60.96,26.2,33.99,42.96,41.23,45.73,49.74,42.59,41.67,50.07,41.83,53.82,42.14,57.88,27.46,26.8,55.57,25.86,40.73,40.23,30.58,53.35,54.01,52.57
data/pictures/004199.jpg,157,111,266,220,30.21,21.1,39.32,21.22,48.74,23.94,62.54,26.24,70.83,27.46,77.82,29.89,32.36,31.8,45.76,34.49,62.0,36.65,74.44,38.28,45.76,53.97,54.83,58.02,62.81,56.94,53.34,65.33,52.93,70.2,52.66,76.29,38.86,33.0,67.95,37.19,55.5,52.07,41.57,68.71,64.57,71.42
data/pictures/000986.jpg,111,183,303,374,47.6,42.62,65.27,37.93,85.83,42.26,113.97,45.14,137.78,46.95,156.17,54.52,55.36,59.34,78.26,60.65,115.71,63.54,137.78,66.78,73.21,93.48,90.88,99.97,112.77,98.26,90.52,115.48,89.8,124.86,89.59,134.89,66.72,58.85,126.59,63.9,92.69,85.18,67.61,124.04,114.0,128.87
data/pictures/007285.jpg,156,264,380,488,60.9,61.53,71.52,52.25,88.76,52.91,126.58,45.61,141.93,44.35,158.17,50.02,71.12,78.72,88.21,76.86,130.79,72.51,148.19,68.47,91.32,115.09,111.37,118.6,131.57,108.87,112.37,130.83,116.06,145.06,119.29,162.33,79.2,75.93,139.18,68.78,106.52,105.29,89.41,150.63,150.37,141.5
data/pictures/000908.jpg,433,643,477,687,9.71,11.69,13.61,10.09,17.81,10.36,24.42,9.56,28.49,9.3,31.77,10.54,11.75,15.14,17.42,14.96,24.59,14.34,29.82,14.08,19.1,22.67,22.82,23.29,25.84,22.36,22.47,26.92,22.47,29.58,22.38,32.24,14.67,14.96,27.43,14.08,23.35,21.78,16.8,28.87,26.81,28.52
data/pictures/010247.jpg,44,42,127,126,21.98,18.68,28.15,17.94,34.44,19.66,48.17,20.26,56.81,19.96,63.99,22.75,25.19,26.32,34.93,26.69,49.98,28.3,59.3,27.73,32.78,42.68,39.37,46.8,47.58,43.26,39.67,50.88,39.52,55.13,39.38,59.53,30.0,26.26,54.47,27.14,39.67,42.97,30.86,53.09,50.47,53.58
data/pictures/001385.jpg,122,31,224,133,27.72,23.92,35.58,20.33,43.26,23.75,59.3,23.75,69.37,22.72,76.71,27.33,31.99,31.94,42.57,32.62,58.45,33.14,68.65,33.53,41.04,52.08,50.09,55.84,58.11,52.94,50.09,64.2,50.09,66.59,50.09,68.64,37.62,31.6,63.57,33.31,50.43,48.84,39.33,65.57,58.66,66.41
data/pictures/009154.jpg,183,96,254,167,18.84,15.72,24.89,14.12,30.93,16.58,42.27,17.55,50.79,17.3,56.9,21.24,20.94,20.9,29.8,23.15,42.91,24.8,52.51,25.22,27.48,35.45,33.75,38.67,41.51,37.52,32.6,43.25,32.22,47.07,31.42,51.24,25.99,21.62,47.87,24.42,35.02,35.24,22.3,42.36,44.69,45.41
data/pictures/008919.jpg,378,169,440,234,12.73,14.57,19.39,13.34,26.42,14.57,37.52,14.94,44.31,14.57,51.34,17.28,16.04,22.0,25.44,21.48,39.0,22.52,47.39,23.2,23.59,31.84,30.11,34.39,37.96,33.06,29.63,38.26,29.48,41.96,29.27,45.62,20.48,21.48,42.91,22.52,30.11,30.41,18.65,40.13,40.7,43.13
data/pictures/000618.jpg,239,80,311,153,24.84,15.9,28.02,15.01,31.43,17.08,41.37,18.62,48.12,17.55,53.47,19.71,25.22,21.5,31.46,22.64,41.79,24.5,49.65,24.93,29.18,34.31,33.67,37.11,40.11,37.25,32.41,43.84,32.69,48.88,32.69,53.5,28.06,22.54,45.32,24.93,33.25,32.49,29.04,46.05,39.34,48.08
data/pictures/000698.jpg,211,58,325,172,25.14,30.98,34.06,26.3,45.75,28.21,64.03,27.15,74.87,22.47,85.71,23.96,31.72,37.35,45.75,37.57,66.16,35.01,81.46,33.1,46.18,58.18,57.23,61.8,68.5,57.33,58.29,72.43,58.72,75.19,59.36,78.16,38.95,36.93,73.6,33.1,55.42,57.1,44.05,72.43,74.66,70.72
data/pictures/004432.jpg,0,119,639,774,141.23,143.43,202.74,126.1,279.84,138.23,380.34,143.43,430.59,140.83,461.78,151.22,178.48,216.2,272.05,228.33,361.28,228.33,440.12,207.54,269.45,355.68,325.3,375.23,368.21,347.02,317.96,400.73,317.96,414.59,315.36,433.65,221.8,218.8,402.0,216.2,328.55,350.26,246.06,401.6,366.48,402.46
data/pictures/003382.jpg,263,116,425,279,47.62,28.48,63.57,31.09,77.77,36.01,103.57,43.55,114.87,43.84,122.7,47.32,48.93,44.93,69.07,53.12,96.9,58.04,114.0,57.75,62.41,79.2,77.48,88.77,91.68,85.29,75.45,96.88,71.68,106.74,68.2,117.75,61.25,49.06,106.17,57.17,85.01,79.2,48.78,98.33,82.7,108.48
data/pictures/000048.jpg,155,122,241,208,22.5,23.06,29.64,20.12,37.77,19.98,49.96,20.26,56.26,20.12,60.74,21.24,23.9,27.4,34.55,26.98,49.54,26.56,57.52,26.7,33.99,42.95,44.07,45.61,51.46,42.87,44.29,53.33,44.01,56.63,43.79,60.18,30.62,26.98,53.74,26.42,45.05,40.29,33.43,57.1,50.38,56.54
data/pictures/006641.jpg,25,106,456,537,102.9,97.94,139.02,91.14,180.88,103.7,249.44,104.75,290.26,94.28,320.1,102.13,121.75,134.05,173.03,144.52,254.15,145.04,309.1,137.19,171.46,224.59,215.95,235.06,251.01,223.02,216.78,268.78,217.0,281.11,218.25,295.96,146.87,135.1,280.84,138.24,213.86,213.6,164.42,274.79,264.34,272.04
data/pictures/010348.jpg,138,136,236,234,27.89,19.23,34.62,20.33,41.67,22.37,59.69,23.31,67.84,22.37,74.57,23.93,28.98,30.04,41.83,31.45,57.18,33.02,69.64,32.62,38.48,48.42,47.46,52.62,57.03,50.45,47.46,58.71,47.32,64.22,47.0,70.31,35.87,29.72,63.12,32.04,47.17,46.83,35.09,61.69,60.36,63.2
data/pictures/000293.jpg,923,366,1008,451,15.21,36.55,22.43,29.81,30.38,25.34,39.68,18.31,41.99,13.11,46.25,10.27,21.93,42.76,34.1,35.4,43.13,24.72,50.03,16.01,44.81,45.96,54.3,43.28,56.76,38.68,53.48,49.19,54.63,52.64,56.43,55.6,26.82,37.47,45.92,19.3,52.82,39.01,40.67,60.53,57.26,46.24
data/pictures/003974.jpg,13,222,639,853,154.51,162.84,211.42,142.92,270.22,148.61,390.68,147.66,439.39,135.7,485.48,145.26,184.61,224.39,265.48,229.61,397.32,228.28,469.4,221.64,280.26,339.17,335.91,359.17,388.96,338.3,334.72,399.01,335.91,431.35,338.52,462.65,226.35,224.39,432.41,220.69,335.67,323.13,270.7,433.09,401.11,431.25
data/pictures/006841.jpg,100,84,599,732,216.23,86.32,267.88,110.05,315.35,153.33,399.11,177.06,478.69,177.06,551.28,209.17,223.21,147.74,286.03,198.0,400.51,244.07,498.23,259.43,235.77,308.29,269.28,369.72,361.42,362.74,256.71,386.47,245.55,407.41,234.38,431.14,252.53,168.68,450.77,251.05,280.45,347.38,200.87,351.57,327.91,428.35
data/pictures/001442.jpg,187,127,224,164,7.89,9.56,11.75,7.43,16.19,9.11,21.28,9.43,24.76,8.01,28.24,9.43,9.82,11.43,15.74,11.36,22.19,11.62,26.69,11.43,14.65,17.61,19.09,19.48,22.76,17.81,18.64,21.54,18.58,24.5,18.77,27.66,12.59,11.36,24.7,11.49,19.22,17.68,13.36,23.86,23.6,24.05
data/pictures/006405.jpg,271,207,494,430,76.29,37.88,96.69,39.04,108.23,47.51,133.98,56.51,142.64,56.82,146.66,59.6,69.36,61.36,97.46,72.14,124.4,84.07,139.02,88.3,96.3,109.47,112.08,118.71,124.4,116.01,111.31,134.48,107.85,143.34,102.84,153.34,87.06,66.36,133.63,84.07,119.39,103.7,77.83,139.87,119.78,148.34
data/pictures/006974.jpg,436,284,468,316,7.47,7.1,11.13,6.68,14.7,7.35,19.59,7.18,22.92,6.76,25.99,7.35,8.72,10.33,13.45,10.17,19.59,10.33,25.07,10.5,12.21,14.98,15.11,17.14,19.51,15.73,15.19,19.71,15.03,21.46,14.95,23.2,10.96,10.33,22.17,10.67,15.36,14.9,10.55,20.63,20.34,21.96
data/pictures/003291.jpg,67,111,289,333,48.89,41.89,72.89,39.67,96.0,47.22,140.89,53.89,164.0,55.22,180.5,64.1,59.56,64.11,87.76,73.54,136.63,81.32,166.22,81.0,79.99,109.92,105.33,119.22,131.91,117.42,103.11,140.11,102.67,145.44,102.22,149.44,73.78,67.22,152.0,79.22,109.24,104.39,69.16,137.13,136.89,144.11
data/pictures/000122.jpg,173,105,232,161,18.82,11.27,22.53,11.38,25.83,12.9,33.04,13.95,38.19,13.44,43.35,14.05,18.92,16.01,25.1,16.73,34.59,17.25,41.39,18.38,22.9,27.38,28.0,31.05,34.28,28.4,27.6,33.51,27.8,37.14,28.0,40.87,21.91,16.32,38.4,17.46,27.5,28.0,22.01,34.56,36.44,35.49
data/pictures/000587.jpg,65,265,136,336,20.41,18.41,25.3,17.25,29.94,18.54,38.7,18.28,45.27,16.61,51.71,16.99,21.7,23.82,28.91,23.56,41.02,22.79,49.52,22.02,28.28,36.08,33.55,37.99,41.34,35.57,33.05,43.86,33.43,47.26,34.06,51.4,25.18,23.43,45.53,22.02,32.9,33.48,28.91,46.75,42.47,46.25
data/pictures/004746.jpg,12,134,639,771,132.61,164.32,193.18,153.08,261.07,164.3,361.17,156.24,420.12,136.51,476.65,126.93,159.51,212.2,246.7,213.16,374.13,203.58,454.62,178.67,262.03,334.84,327.84,349.55,374.61,323.0,332.11,388.7,335.67,415.03,339.23,441.37,203.23,208.0,415.92,188.1,323.35,319.51,267.78,414.37,388.34,397.95
data/pictures/010366.jpg,333,299,399,365,14.34,19.38,19.69,16.51,26.42,16.42,37.32,15.22,44.02,14.04,50.25,16.75,18.39,22.39,26.97,21.92,38.26,19.8,47.76,20.0,26.42,34.92,33.32,35.79,39.79,33.32,33.7,41.7,33.67,43.31,33.82,45.16,22.86,21.45,42.84,19.8,33.09,31.79,23.83,43.92,42.49,43.55
data/pictures/009673.jpg,127,214,237,324,27.84,21.01,40.84,23.65,53.65,26.67,70.61,26.86,78.9,24.41,85.87,24.22,29.24,33.13,44.99,34.96,65.14,35.52,79.84,34.39,41.03,54.55,53.09,63.22,64.58,55.68,51.2,69.43,50.07,73.77,48.94,78.1,37.26,36.84,73.62,38.16,56.86,59.07,32.36,64.72,61.0,66.23
data/pictures/005458.jpg,167,216,639,782,125.44,134.88,180.35,125.33,239.02,136.89,331.73,140.38,392.09,131.6,440.44,137.98,157.83,176.74,234.47,182.46,333.11,186.33,411.43,180.53,220.94,279.16,281.86,294.64,332.57,286.36,277.07,350.78,276.37,373.07,274.63,400.44,196.24,174.56,370.21,181.29,280.89,262.73,202.53,364.7,341.87,378.5
data/pictures/003114.jpg,175,127,228,177,10.11,13.83,15.43,13.42,20.65,13.42,32.67,11.46,37.03,9.53,41.03,7.18,12.4,17.57,19.16,17.63,32.54,14.83,38.5,12.62,22.43,25.42,26.92,28.27,32.5,24.54,26.26,30.35,26.37,31.77,26.48,33.09,15.51,17.76,35.85,14.25,27.35,25.97,19.73,31.49,31.41,29.14
data/pictures/007475.jpg,28,227,222,421,67.4,56.19,70.84,51.89,75.28,49.67,89.71,42.32,110.34,34.88,134.35,34.55,73.82,73.77,84.16,67.11,106.37,61.72,126.24,51.45,80.04,96.93,92.41,103.28,108.91,92.81,98.44,118.19,101.61,126.75,103.83,133.73,79.09,70.29,114.3,54.74,84.48,92.81,96.48,131.94,122.55,119.14
data/pictures/004560.jpg,0,0,639,852,116.96,202.72,182.45,176.21,261.98,177.77,414.8,171.54,491.22,171.54,552.03,201.16,135.67,296.29,254.18,297.85,407.01,299.41,543.62,299.45,224.56,456.91,315.0,480.3,413.24,463.15,307.64,556.44,311.35,605.86,317.52,662.69,196.49,290.05,475.62,291.61,324.36,400.77,213.74,619.45,423.89,619.7
data/pictures/001841.jpg,51,30,81,59,6.78,6.58,10.06,6.1,13.67,6.77,17.74,7.39,21.14,7.54,23.4,8.57,8.11,9.02,12.48,9.55,17.33,9.81,21.34,10.27,11.76,14.45,15.0,16.25,17.74,15.58,14.7,17.95,14.59,19.14,14.28,20.48,10.57,9.19,19.59,9.96,15.52,14.86,10.11,18.16,17.79,19.45
data/pictures/001639.jpg,1519,752,1687,920,44.56,37.43,57.67,36.84,73.46,41.9,94.01,43.69,110.4,38.33,128.57,40.41,43.96,48.75,71.07,53.82,98.48,55.6,125.89,55.9,69.29,80.63,82.99,90.46,99.08,84.2,80.75,105.23,80.75,113.14,80.46,121.64,57.07,54.41,112.18,57.39,81.8,80.93,59.75,102.97,102.65,108.63
data/pictures/007590.jpg,22,126,351,455,85.73,78.09,108.37,74.01,133.39,78.12,180.93,74.55,221.23,68.44,261.69,74.01,95.75,110.39,132.13,109.65,189.25,110.2,241.54,105.45,131.61,167.25,157.75,178.54,189.84,167.84,159.54,199.93,161.91,215.38,162.51,232.61,112.0,109.61,215.99,104.26,148.84,156.55,129.53,210.99,211.83,208.25
